key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGLA102_04969_SEQ_00,瓦丘梅基萬貨街的拉爾索基似乎正在處理日用品的大口訂單。
1,TEXT_KINGLA102_04969_SEQ_01,與拉爾索基交談後，受到了製作哈努哈努族使用的日用品的委託。製作6個「<hex:02280DFF07>ItemMP<hex:F2AB6F0103>」，並交付給在圖萊尤拉的瓦丘梅基萬貨街的拉爾索基。<hex:02100103><hex:02100103>※交貨需達到收集價值「170」以上，但如果交貨達到「340」以上，將獲得更多獎勵。
2,TEXT_KINGLA102_04969_SEQ_02,將<hex:02280DFF07>ItemMP<hex:F2AB6F0103>交付給拉爾索基，得到了來取貨的哈努哈努族農家女性的感謝。帕帕尼似乎對首次被客人直接感謝感到感動。接下來，我們要繼續與經營金荒物屋的她們合作。
3,TEXT_KINGLA102_04969_SEQ_03,
4,TEXT_KINGLA102_04969_SEQ_04,
5,TEXT_KINGLA102_04969_SEQ_05,
6,TEXT_KINGLA102_04969_SEQ_06,
7,TEXT_KINGLA102_04969_SEQ_07,
8,TEXT_KINGLA102_04969_SEQ_08,
9,TEXT_KINGLA102_04969_SEQ_09,
10,TEXT_KINGLA102_04969_SEQ_10,
11,TEXT_KINGLA102_04969_SEQ_11,
12,TEXT_KINGLA102_04969_SEQ_12,
13,TEXT_KINGLA102_04969_SEQ_13,
14,TEXT_KINGLA102_04969_SEQ_14,
15,TEXT_KINGLA102_04969_SEQ_15,
16,TEXT_KINGLA102_04969_SEQ_16,
17,TEXT_KINGLA102_04969_SEQ_17,
18,TEXT_KINGLA102_04969_SEQ_18,
19,TEXT_KINGLA102_04969_SEQ_19,
20,TEXT_KINGLA102_04969_SEQ_20,
21,TEXT_KINGLA102_04969_SEQ_21,
22,TEXT_KINGLA102_04969_SEQ_22,
23,TEXT_KINGLA102_04969_SEQ_23,
24,TEXT_KINGLA102_04969_TODO_00,將<hex:02280DFF07>ItemMP<hex:F2AB6F0103>交付給拉爾索基
25,TEXT_KINGLA102_04969_TODO_01,
26,TEXT_KINGLA102_04969_TODO_02,
27,TEXT_KINGLA102_04969_TODO_03,
28,TEXT_KINGLA102_04969_TODO_04,
29,TEXT_KINGLA102_04969_TODO_05,
30,TEXT_KINGLA102_04969_TODO_06,
31,TEXT_KINGLA102_04969_TODO_07,
32,TEXT_KINGLA102_04969_TODO_08,
33,TEXT_KINGLA102_04969_TODO_09,
34,TEXT_KINGLA102_04969_TODO_10,
35,TEXT_KINGLA102_04969_TODO_11,
36,TEXT_KINGLA102_04969_TODO_12,
37,TEXT_KINGLA102_04969_TODO_13,
38,TEXT_KINGLA102_04969_TODO_14,
39,TEXT_KINGLA102_04969_TODO_15,
40,TEXT_KINGLA102_04969_TODO_16,
41,TEXT_KINGLA102_04969_TODO_17,
42,TEXT_KINGLA102_04969_TODO_18,
43,TEXT_KINGLA102_04969_TODO_19,
44,TEXT_KINGLA102_04969_TODO_20,
45,TEXT_KINGLA102_04969_TODO_21,
46,TEXT_KINGLA102_04969_TODO_22,
47,TEXT_KINGLA102_04969_TODO_23,
48,TEXT_KINGLA102_04969_PAPAWNI_000_009,大口訂單，必須加油……！
49,TEXT_KINGLA102_04969_RRALSOJ_000_000,那麼，再次……我想解釋一下我們店裡收到的大口訂單。<hex:02100103>
50,TEXT_KINGLA102_04969_RRALSOJ_000_001,這次的訂單是，<hex:02100103>哈努哈努族用來收割蘆葦的「<hex:02280DFF07>ItemMP<hex:F2AB6F0103>」。
51,TEXT_KINGLA102_04969_RRALSOJ_000_002,蘆葦雖然輕，但很堅硬，所以請注意<hex:02100103>刀刃的鋒利程度。<hex:02100103>此外，根據顧客的大手，握柄要粗一些。
52,TEXT_KINGLA102_04969_RRALSOJ_000_003,蘆葦的收穫期臨近，如果<hex:02100103><hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>能做6根，剩下的就由我和帕帕尼來處理。
53,TEXT_KINGLA102_04969_RRALSOJ_000_005,請多多關照。
54,TEXT_KINGLA102_04969_SYSTEM_000_006,「金荒物屋拉爾索基」的交貨已開始！<hex:02100103>將委託的工具交付給拉爾索基，貢獻出我們的力量吧！
55,TEXT_KINGLA102_04969_SYSTEM_000_007,此外，交付委託品需要一定的收集價值，對於<hex:02100103>高價值的工具，獎勵會有額外的獎金。<hex:02100103>首先來確認一下委託品列表吧！
56,TEXT_KINGLA102_04969_PAPAWNI_000_010,哈努哈努族的手掌不僅大，而且指甲也很尖銳。<hex:02100103>不僅握柄的粗細，<hex:02100103>形狀上也許需要一些改進……？
57,TEXT_KINGLA102_04969_RRALSOJ_000_020,能請你幫忙準備哈努哈努族收割蘆葦用的<hex:02100103>「<hex:02280DFF07>ItemMP<hex:F2AB6F0103>」嗎？
58,TEXT_KINGLA102_04969_RRALSOJ_000_030,謝謝你，真是幫了大忙。<hex:02100103>刀刃的鋒利程度和握柄的粗細看起來都很不錯。<hex:02100103>你真是一位優秀的工匠呢。
59,TEXT_KINGLA102_04969_RRALSOJ_000_031,謝謝你，真是幫了大忙。<hex:02100103>這刀刃的鋒利程度……看起來可以輕鬆把綑紥的蘆葦斬斷。<hex:02100103>你在外國應該是個非常有名的工匠吧？
60,TEXT_KINGLA102_04969_SYSTEM_000_040,因為交付了委託品，<hex:02100103>拉爾索基開始感受到你的貢獻了。
61,TEXT_KINGLA102_04969_SYSTEM_000_041,今後也請繼續交納委託品，<hex:02100103>積累貢獻度！
62,TEXT_KINGLA102_04969_RRALSOJ_000_050,你們兩位辛苦了。<hex:02100103>我把各自製作的東西擺在一起看了看，<hex:02100103>嗯，完成得不錯。
63,TEXT_KINGLA102_04969_RRALSOJ_100_050,我也確認了箱子裡的數量……<hex:02100103><hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>交付的6本，加上我做的3本和帕帕尼的2本，數量是足夠的。
64,TEXT_KINGLA102_04969_PAPAWNI_110_050,對不起，因為我一直在追求最容易收割蘆葦的形狀和<hex:02100103>能夠長時間使用的「品質」，所以<hex:02100103>花了不少時間……！
65,TEXT_KINGLA102_04969_RRALSOJ_120_050,結果，我回歸到了簡單的結構。<hex:02100103>這樣能「更快」製作，而且使用者的維護也會更輕鬆，<hex:02100103>這總歸是好事。
66,TEXT_KINGLA102_04969_RRALSOJ_000_051,我會馬上讓委託人過來取貨，請你在這裡等一下。<hex:02100103>他是常客，應該很快就能聯繫上。
67,TEXT_KINGLA102_04969_RRALSOJ_000_052,讓你久等了，這就是委託的物品。
68,TEXT_KINGLA102_04969_HANUHANUFARMER04969_000_053,非常，非常感謝您！<hex:02100103>今天專門來鎮上採購，<hex:02100103>這樣一來收割蘆葦會輕鬆很多！
69,TEXT_KINGLA102_04969_HANUHANUFARMER04969_000_054,對我們來說，蘆葦的收穫是一項大工程。<hex:02100103>柔軟的部分用作食物，堅硬的部分用作建築材料， <hex:02100103>這是生活中不可或缺的重要作物！
