key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGZA013_05029_SEQ_00,<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整<hex:0249020103><hex:0248020103><hex:02100103>羽毛廣場的斯拉傑似乎在考慮新的措施。
1,TEXT_KINGZA013_05029_SEQ_01,
2,TEXT_KINGZA013_05029_SEQ_02,
3,TEXT_KINGZA013_05029_SEQ_03,
4,TEXT_KINGZA013_05029_SEQ_04,
5,TEXT_KINGZA013_05029_SEQ_05,
6,TEXT_KINGZA013_05029_SEQ_06,
7,TEXT_KINGZA013_05029_SEQ_07,
8,TEXT_KINGZA013_05029_SEQ_08,
9,TEXT_KINGZA013_05029_SEQ_09,
10,TEXT_KINGZA013_05029_SEQ_10,
11,TEXT_KINGZA013_05029_SEQ_11,
12,TEXT_KINGZA013_05029_SEQ_12,
13,TEXT_KINGZA013_05029_SEQ_13,
14,TEXT_KINGZA013_05029_SEQ_14,
15,TEXT_KINGZA013_05029_SEQ_15,
16,TEXT_KINGZA013_05029_SEQ_16,
17,TEXT_KINGZA013_05029_SEQ_17,
18,TEXT_KINGZA013_05029_SEQ_18,
19,TEXT_KINGZA013_05029_SEQ_19,
20,TEXT_KINGZA013_05029_SEQ_20,
21,TEXT_KINGZA013_05029_SEQ_21,
22,TEXT_KINGZA013_05029_SEQ_22,
23,TEXT_KINGZA013_05029_SEQ_23,
24,TEXT_KINGZA013_05029_TODO_00,在夏爾布切與布魯克布交談
25,TEXT_KINGZA013_05029_TODO_01,與夏爾布切的客人交談
26,TEXT_KINGZA013_05029_TODO_02,在羽毛廣場與斯拉傑交談
27,TEXT_KINGZA013_05029_TODO_03,
28,TEXT_KINGZA013_05029_TODO_04,
29,TEXT_KINGZA013_05029_TODO_05,
30,TEXT_KINGZA013_05029_TODO_06,
31,TEXT_KINGZA013_05029_TODO_07,
32,TEXT_KINGZA013_05029_TODO_08,
33,TEXT_KINGZA013_05029_TODO_09,
34,TEXT_KINGZA013_05029_TODO_10,
35,TEXT_KINGZA013_05029_TODO_11,
36,TEXT_KINGZA013_05029_TODO_12,
37,TEXT_KINGZA013_05029_TODO_13,
38,TEXT_KINGZA013_05029_TODO_14,
39,TEXT_KINGZA013_05029_TODO_15,
40,TEXT_KINGZA013_05029_TODO_16,
41,TEXT_KINGZA013_05029_TODO_17,
42,TEXT_KINGZA013_05029_TODO_18,
43,TEXT_KINGZA013_05029_TODO_19,
44,TEXT_KINGZA013_05029_TODO_20,
45,TEXT_KINGZA013_05029_TODO_21,
46,TEXT_KINGZA013_05029_TODO_22,
47,TEXT_KINGZA013_05029_TODO_23,
48,TEXT_KINGZA013_05029_CULLAALJA_000_001,這是烏克·拉瑪特大人的……。<hex:02100103>正好，我想請您這位冒險者，<hex:02100103>幫我一個忙，可以嗎？
49,TEXT_KINGZA013_05029_CULLAALJA_000_002,我聽說艾歐澤亞有個叫做「冒險者公會」的組織。<hex:02100103>其實，我也想在圖萊尤拉組織一個類似的東西，<hex:02100103>這件事我一直在理的院考慮。
50,TEXT_KINGZA013_05029_CULLAALJA_000_003,如果再發生像前幾天的襲擊事件那樣的事情，<hex:02100103>光靠勇連隊可能難以應對。<hex:02100103>因此，我想對圖萊尤拉的民眾進行意識調查。
51,TEXT_KINGZA013_05029_CULLAALJA_000_004,聽說公會通常以城市中代表性的酒吧和餐飲店為<hex:02100103>據點。<hex:02100103>在這個城市，「夏爾布切」大概就是相當於這個吧。
52,TEXT_KINGZA013_05029_CULLAALJA_000_005,所以，如果您能前往我們的夏爾布切。<hex:02100103>首先從「布魯克布」那裡進行聽取，然後獲得他的許可，<hex:02100103>再廣泛地向其他顧客了解情況，可以嗎？
53,TEXT_KINGZA013_05029_CULLAALJA_000_006,請前往夏爾布切，協助市民的意識調查。<hex:02100103>首先從「布魯克布」那裡進行聽取，然後獲得他的許可，<hex:02100103>再廣泛地向其他顧客了解情況，可以嗎？
54,TEXT_KINGZA013_05029_BRUKEVU_000_010,如果有冒險者公會的話……。<hex:02100103>最近，來自外國的客人也越來越多，<hex:02100103>大家在王都外出時，尋找嚮導和護衛都很困難。
55,TEXT_KINGZA013_05029_BRUKEVU_000_011,如果能夠成為人和人之間相遇的場所，那就很好。<hex:02100103>不過，對你來說這可能不值得一提，<hex:02100103>我對「冒險者」這個概念並不是很了解啊。
56,TEXT_KINGZA013_05029_BRUKEVU_000_012,店裡的客人談話也無妨。<hex:02100103>不過，關於連王宮想要建立公會的事，<hex:02100103>可別說得好像已經決定了一樣。
57,TEXT_KINGZA013_05029_XAXTEI_000_020,冒險者公會……就像是一個新的集會所嗎？<hex:02100103>如果能遇到迅速解決我們市民困擾的人，那就太好了。
58,TEXT_KINGZA013_05029_XAXTEI_000_021,佐拉賈大人對市井問題並不太關心，所以即使向勇連隊陳情，<hex:02100103>也很難實現我們的要求。
59,TEXT_KINGZA013_05029_XAXTEI_000_022,不過，武的院和理的院也有窗口呢……。<hex:02100103>與其說是新的組織，不如讓現有的機構，<hex:02100103>更加積極地行動可能更好。
60,TEXT_KINGZA013_05029_BEQOLLJA_000_023,如果冒險者是像你這樣的人那就好了，<hex:02100103>但如果全是粗野的僱傭兵的話，那我可就不想了。<hex:02100103>雖然不是所有人，但有些僱傭兵確實粗魯且沒品……。
61,TEXT_KINGZA013_05029_BEQOLLJA_000_024,一邊眺望圖萊尤拉的海灘，一邊慢慢喝酒！<hex:02100103>希望這家店的氛圍永遠不變。
62,TEXT_KINGZA013_05029_TONAKWE_000_025,送達市民聲音的組織，已經不再需要了嗎？<hex:02100103>烏克·拉瑪特大人常常光顧這家店，<hex:02100103>也傾聽大家的聲音。
63,TEXT_KINGZA013_05029_TONAKWE_000_026,布魯克布先生也在這家店中努力讓客人們能夠，<hex:02100103>一起享受的店鋪氛圍。<hex:02100103>我認為即使是外國人也能融入這裡。
64,TEXT_KINGZA013_05029_XAXTEI_100_020,冒險者公會可以存在，但，<hex:02100103>武的院和理的院也有窗口呢……。
65,TEXT_KINGZA013_05029_BEQOLLJA_100_021,雖然不是所有人，但有些僱傭兵確實粗魯且沒品……。<hex:02100103>希望這家店的氛圍永遠不變。
66,TEXT_KINGZA013_05029_TONAKWE_100_022,送達市民聲音的組織，已經不再需要了嗎？<hex:02100103>烏克·拉瑪特大人常常光顧這家店，<hex:02100103>也傾聽大家的聲音。
67,TEXT_KINGZA013_05029_CULLAALJA_000_030,謝謝你們，大家都來聽我說話了呢。<hex:02100103>那麼，城裡的居民對冒險者公會是怎麼看的呢……？
68,TEXT_KINGZA013_05029_CULLAALJA_000_031,嗯……如果有能夠迅速行動的人在身邊就會很有幫助，但也有擔心會變成<hex:02100103>流氓的聚集地，所以<hex:02100103>並不太受歡迎……大概是這樣的吧。
