key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGZH003_05176_SEQ_00,<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整<hex:0249020103><hex:0248020103><hex:02100103>伊斯塔蘭德的活潑少女似乎一個人悶悶不樂。
1,TEXT_KINGZH003_05176_SEQ_01,※本任務包含「<hex:024804F201FC03><hex:024904F201FD03><hex:0249020103><hex:0248020103> 等級調整」，<hex:02100103> 設定為此。<hex:02100103><hex:02100103>與活潑少女交談，陪她玩她創造的遊戲。在活著的記憶中的伊斯塔蘭德，尋找謎題的線索所指的東西。
2,TEXT_KINGZH003_05176_SEQ_02,找到了第一個謎題的線索所指的東西。在伊斯塔蘭德，再次尋找謎題的線索所指的東西。
3,TEXT_KINGZH003_05176_SEQ_03,找到了第二個謎題的線索所指的東西。在伊斯塔蘭德，進一步尋找謎題的線索所指的東西。
4,TEXT_KINGZH003_05176_SEQ_04,找到了第三個謎題的線索所指的東西。在伊斯塔蘭德，再次尋找謎題的線索所指的東西。
5,TEXT_KINGZH003_05176_SEQ_05,找到了最後一個謎題的線索所指的東西，和活潑少女交談。她很滿意能和冒險者一起玩，向我表示感謝後離開了。
6,TEXT_KINGZH003_05176_SEQ_06,
7,TEXT_KINGZH003_05176_SEQ_07,
8,TEXT_KINGZH003_05176_SEQ_08,
9,TEXT_KINGZH003_05176_SEQ_09,
10,TEXT_KINGZH003_05176_SEQ_10,
11,TEXT_KINGZH003_05176_SEQ_11,
12,TEXT_KINGZH003_05176_SEQ_12,
13,TEXT_KINGZH003_05176_SEQ_13,
14,TEXT_KINGZH003_05176_SEQ_14,
15,TEXT_KINGZH003_05176_SEQ_15,
16,TEXT_KINGZH003_05176_SEQ_16,
17,TEXT_KINGZH003_05176_SEQ_17,
18,TEXT_KINGZH003_05176_SEQ_18,
19,TEXT_KINGZH003_05176_SEQ_19,
20,TEXT_KINGZH003_05176_SEQ_20,
21,TEXT_KINGZH003_05176_SEQ_21,
22,TEXT_KINGZH003_05176_SEQ_22,
23,TEXT_KINGZH003_05176_SEQ_23,
24,TEXT_KINGZH003_05176_TODO_00,尋找謎題的線索所指的東西
25,TEXT_KINGZH003_05176_TODO_01,再次尋找謎題的線索所指的東西
26,TEXT_KINGZH003_05176_TODO_02,進一步尋找謎題的線索所指的東西
27,TEXT_KINGZH003_05176_TODO_03,再一次尋找謎題的線索所指的東西
28,TEXT_KINGZH003_05176_TODO_04,
29,TEXT_KINGZH003_05176_TODO_05,
30,TEXT_KINGZH003_05176_TODO_06,
31,TEXT_KINGZH003_05176_TODO_07,
32,TEXT_KINGZH003_05176_TODO_08,
33,TEXT_KINGZH003_05176_TODO_09,
34,TEXT_KINGZH003_05176_TODO_10,
35,TEXT_KINGZH003_05176_TODO_11,
36,TEXT_KINGZH003_05176_TODO_12,
37,TEXT_KINGZH003_05176_TODO_13,
38,TEXT_KINGZH003_05176_TODO_14,
39,TEXT_KINGZH003_05176_TODO_15,
40,TEXT_KINGZH003_05176_TODO_16,
41,TEXT_KINGZH003_05176_TODO_17,
42,TEXT_KINGZH003_05176_TODO_18,
43,TEXT_KINGZH003_05176_TODO_19,
44,TEXT_KINGZH003_05176_TODO_20,
45,TEXT_KINGZH003_05176_TODO_21,
46,TEXT_KINGZH003_05176_TODO_22,
47,TEXT_KINGZH003_05176_TODO_23,
48,TEXT_KINGZH003_05176_GIRL05176_000_000,嘿，聽我說，姐姐！<hex:02100103>我為朋友們創造了一個「新遊戲」，可是<hex:02100103>剛想玩的時候，大家卻都不見了！
49,TEXT_KINGZH003_05176_GIRL05176_000_001,唉，明明是好不容易準備的「謎題」呢～！<hex:02100103>到處藏東西也很麻煩啊！？<hex:02100103>沒想到竟然沒有人能解開……
50,TEXT_KINGZH003_05176_GIRL05176_000_002,對了，讓姐姐來解就好了！<hex:02100103>我相信一定會很有趣，所以快來試試吧，怎麼樣？
51,TEXT_KINGZH003_05176_GIRL05176_000_003,最初的謎語是「開始之門，堆積的山」哦！<hex:02100103>請試著找到這個詞所指的地方！
52,TEXT_KINGZH003_05176_GIRL05176_000_004,最初的謎語是「開始之門，堆積的山」哦！<hex:02100103>請試著找到這個詞所指的地方！
53,TEXT_KINGZH003_05176_SYSTEM_000_005,在謎語所指的地方，<hex:02100103>藏著一張小紙條。
54,TEXT_KINGZH003_05176_RIDDLESA05176_000_006,(-藏著的紙條-)你解開了第一個謎語，太厲害了！<hex:02100103>接下來是「圍繞鏡子的四道光，真實的光照亮女王」哦！
55,TEXT_KINGZH003_05176_SYSTEM_000_007,(-藏著的紙條-)你解開了第一個謎語，太厲害了！<hex:02100103>接下來是「圍繞鏡子的四道光，真實的光照亮女王」哦！
56,TEXT_KINGZH003_05176_SYSTEM_000_008,這裡似乎不是謎語所指的地方……。
57,TEXT_KINGZH003_05176_SYSTEM_000_009,在謎語所指的地方，<hex:02100103>藏著一張小紙條。
58,TEXT_KINGZH003_05176_RIDDLESA05176_000_010,(-藏著的紙條-)第二個謎語也解開了，太棒了～！<hex:02100103>接下來是「渡過河流的螺旋山腳，尖頂帽子下的碗」哦！
59,TEXT_KINGZH003_05176_SYSTEM_000_011,(-藏著的紙條-)第二個謎語也解開了，太棒了～！<hex:02100103>接下來是「渡過河流的螺旋山腳，尖頂帽子下的碗」哦！
60,TEXT_KINGZH003_05176_SYSTEM_000_012,在謎語所指的地方，<hex:02100103>藏著一張小紙條。
61,TEXT_KINGZH003_05176_RIDDLESA05176_000_013,(-藏著的紙條-)你解得很順利呢，真不錯～！<hex:02100103>最後是「公主在等待迎接」，<hex:02100103>然後密碼是「我想成為你的小鳥」哦！
62,TEXT_KINGZH003_05176_SYSTEM_000_014,(-藏著的紙條-)你解得很順利呢，真不錯～！<hex:02100103>最後是「公主在等待迎接」，<hex:02100103>然後密碼是「我想成為你的小鳥」哦！
63,TEXT_KINGZH003_05176_GIRL05176_000_015,哇，姐姐！<hex:02100103>你來到這裡，那當然知道密碼吧？
64,TEXT_KINGZH003_05176_Q1_000_016,要說什麼？
65,TEXT_KINGZH003_05176_A1_000_001,我想成為你的愛馬
66,TEXT_KINGZH003_05176_A1_000_002,我想成為你的小鳥
67,TEXT_KINGZH003_05176_A1_000_003,我想成為你的小貓
68,TEXT_KINGZH003_05176_GIRL05176_000_017,嘟嘟～！<hex:02100103>遺憾，錯誤哦～！
69,TEXT_KINGZH003_05176_GIRL05176_000_018,太厲害了！<hex:02100103>完全正確哦～！
70,TEXT_KINGZH003_05176_GIRL05176_000_019,那好，謎題的答案對照！<hex:02100103>我會依次解釋這些詞的意思哦～！
71,TEXT_KINGZH003_05176_GIRL05176_000_020,最初的「開始之門，堆積的山」是指<hex:02100103>伊斯塔蘭德入口旁邊堆放的木箱！
